City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
342,borskoye,53.0333,51.7167,19.42,75,27,2.02,RU,1688508396
343,murakami,38.2333,139.4833,22.91,74,38,2.18,JP,1688508396
344,korla,41.7597,86.1469,25.73,22,82,4.93,CN,1688508396
345,wellington,-41.2866,174.7756,11.81,76,96,4.12,NZ,1688508335
346,vuktyl,63.8567,57.3094,13.92,78,10,2.77,RU,1688508396
347,khorugh,37.4897,71.553,16.01,57,55,2.06,TJ,1688508396
348,kerema,-7.9631,145.7785,26.04,85,77,1.03,PG,1688508397
349,mahalapye,-23.1041,26.8142,14.17,43,0,1.41,BW,1688508397
350,arkhangel'sk,64.5401,40.5433,12.86,78,83,4.07,RU,1688508397
351,cockburn town,21.4612,-71.1419,28.54,84,96,8.81,TC,1688508397
352,kulhudhuffushi,6.6221,73.07,26.82,78,100,7.26,MV,1688508397
353,sabancuy,18.9667,-91.1833,30.19,72,99,4.01,MX,1688508397
354,tillaberi,14.2117,1.4531,33.39,40,45,6.73,NE,1688508397
355,havre,49.5833,0.3333,14.0,88,75,9.26,FR,1688508398
356,kingston,17.997,-76.7936,31.53,79,40,5.14,JM,1688508398
357,beloyarskiy,63.7119,66.6722,17.03,74,1,1.97,RU,1688508398
358,ceeldheer,3.8488,47.1806,24.43,82,30,9.16,SO,1688508398
359,chonchi,-42.6128,-73.8092,5.62,80,16,3.77,CL,1688508398
360,rikaze,29.25,88.8833,14.72,52,82,1.89,CN,1688508399
361,guiren,33.6697,118.1889,22.57,89,49,3.51,CN,1688508399
362,skiathos,39.1623,23.4909,25.54,67,0,0.87,GR,1688508399
363,zhanaozen,43.3,52.8,27.54,31,18,7.23,KZ,1688508400
